"output" "labor" "capital" "province" "ownership" "industry" "list"
59152 640 32226 29 3 18 0
12321 645 21721 29 5 16 0
18189 645 9057 15 5 12 0
19867 646 21656 15 1 27 0
12167 647 11183 29 6 15 0
12762 649 11405 29 5 3 0
28103 649 8678 30 3 10 0
12000 650 9136 15 5 16 0
12262 650 5670 21 2 21 0
13435 650 11636 20 2 5 0
15090 650 30154 27 2 4 0
16453 650 21217 21 3 19 0
16865 650 8421 15 3 3 0
17866 650 12781 29 3 12 0
18000 650 20000 17 2 3 0
18022 650 11185 21 3 27 0
25000 650 18000 15 1 27 0
30000 650 25058 15 2 10 0
30972 650 20778 15 2 19 0
45444 650 38000 15 1 18 0
56179 651 25823 29 3 5 0
13700 654 8039 29 3 3 0
17791 654 4117 16 3 5 0
177000 654 8752 11 1 17 0
17118 655 22543 15 3 3 0
13259 657 10501 29 4 12 0
17495 658 10149 29 4 13 0
385853 658 208000 15 2 4 0
93945 660 75338 29 5 7 0
70897 662 90934 29 2 29 0
28707 665 29297 29 2 7 0
18068 668 20730 29 1 3 0
28202 671 49283 22 2 2 0
13300 678 13490 8 1 19 0
14663 680 4231 29 4 12 0
18658 680 9560 29 3 3 0
25151 680 16272 29 1 3 0
28000 680 19000 15 1 19 0
55524 680 51569 29 2 3 0
25160 682 33748 29 2 21 0
15232 685 22518 22 5 17 0
20000 687 130000 13 2 4 0
20210 689 63419 29 2 29 0
12188 696 20149 14 2 25 0
270511 697 74731 15 3 18 0
33385 699 25209 15 3 20 0
12150 700 9210 25 3 8 0
14523 700 17000 29 3 18 1
17000 700 7426 15 5 26 0
17343 700 16992 22 2 5 0
17384 700 27384 29 5 12 0
24075 700 14972 5 5 3 0
41000 700 49339 15 6 5 0
75139 700 92831 29 3 20 0
12711 703 38859 29 5 12 0
12778 704 9830 29 3 3 0
13979 705 12006 15 3 12 0
40447 705 37501 29 3 12 0
17079 710 7919 29 5 5 0
51831 712 42297 15 6 12 0
98388 713 27487 15 2 17 0
20050 715 34070 29 3 26 0
25000 720 18068 29 3 3 0
33000 723 47539 29 1 21 0
12235 725 15594 21 5 28 0
17642 726 21892 29 3 21 0
14654 728 7055 29 3 3 0
13809 732 13545 29 3 10 0
17370 732 2307 21 2 12 0
103878 735 188992 25 1 20 1
21604 740 29474 27 3 21 0
280696 740 153897 15 2 3 0
25400 743 12900 15 2 25 0
16930 745 22095 20 2 18 0
64298 745 51720 29 1 12 0
12500 750 8000 15 3 5 0
12535 750 2333 15 3 18 0
12575 750 12600 15 3 12 0
13500 750 4900 15 3 13 0
15640 750 4359 24 3 22 0
21068 750 26468 29 3 12 0
21451 750 13001 15 2 10 0
38100 750 10957 29 3 10 0
60949 750 28995 3 4 22 0
12597 755 5882 29 3 12 0
12159 756 11567 29 5 10 0
29568 758 15729 29 2 12 0
55261 758 36231 15 2 19 0
21538 760 44494 29 2 23 1
36504 760 56954 11 3 25 0
49100 760 26165 6 2 25 0
16216 761 9255 29 1 16 0
28245 765 15648 15 3 5 0
13050 768 2815 4 3 17 0
13677 768 10567 29 4 28 0
24000 768 26000 22 3 5 0
29733 768 56798 29 1 8 0
15000 770 18000 15 3 18 0
13069 775 17930 10 3 12 0
17489 775 6459 15 2 27 0
24460 775 22310 15 3 20 0
13874 780 6000 29 3 19 0
13975 780 17835 18 2 5 0
15137 780 9049 6 3 14 0
22006 780 21249 15 1 21 0
48274 780 30487 10 3 7 0
12163 783 8698 15 3 21 0
12035 784 8903 29 3 12 0
14500 785 6344 15 3 3 0
40082 788 43817 29 5 19 0
15001 789 13300 25 2 8 0
152203 798 280461 11 3 20 0
12237 800 19213 21 5 19 0
12300 800 13000 29 4 16 0
13001 800 4500 15 5 12 0
13500 800 9000 15 6 5 0
13859 800 12891 2 3 19 0
14500 800 16000 10 2 12 0
14600 800 1820 21 3 12 0
17500 800 17000 10 3 5 0
18565 800 6756 10 2 17 0
19000 800 10895 29 3 3 0
20512 800 32567 25 2 17 0
22550 800 31000 15 3 7 0
25000 800 15000 29 4 10 0
26995 800 20359 24 3 3 0
27795 800 33000 29 3 16 0
29260 800 65820 12 3 7 0
29285 800 32548 10 2 7 0
30693 800 37070 29 3 3 0
32776 800 38170 15 3 29 0
35007 800 107998 30 2 4 0
43869 800 98962 29 4 12 0
52669 800 40345 11 2 29 0
100500 800 7500 21 3 25 0
110000 800 100001 29 5 19 0
17952 803 23187 29 3 29 0
93740 803 57904 29 4 12 0
42987 804 57125 25 6 3 0
15000 805 25000 15 2 20 0
12179 806 71134 22 3 17 0
13014 810 10066 29 3 21 0
30247 810 44352 29 3 12 0
43267 810 23691 24 2 8 1
506067 810 312679 17 2 14 0
12239 812 26416 24 3 3 0
16000 812 10590 29 3 17 0
29074 812 25114 29 2 20 1
31063 812 31671 11 3 8 0
28202 815 38049 30 3 2 0
123441 816 454649 24 5 23 0
26198 818 17250 15 5 18 0
29849 818 55102 17 3 18 0
16539 820 21443 15 1 21 0
17856 820 22703 29 1 10 0
18800 820 12838 22 2 10 0
20090 820 32887 15 3 8 0
16038 821 15039 15 5 18 0
12821 822 15518 29 4 21 0
17394 822 11380 9 2 17 0
12939 823 9580 15 2 25 0
16000 824 17300 15 2 18 0
24526 824 34026 18 3 18 0
21091 825 11000 15 3 19 0
20000 828 20000 22 3 5 0
21462 830 25790 17 3 29 0
24610 830 17210 29 3 3 0
60884 830 39386 29 5 2 0
68111 830 48762 29 5 3 0
17711 832 25434 29 5 21 0
18614 832 4072 21 3 12 0
21827 837 27157 10 6 5 0
53907 843 29518 15 3 20 0
18235 844 12864 29 2 18 0
75136 845 40585 29 3 3 0
22114 846 15432 29 3 16 0
13318 850 6037 29 4 12 0
14022 850 16593 15 2 21 0
14317 850 6905 24 6 12 0
17263 850 19630 29 4 3 0
32000 850 9500 29 3 19 0
46510 850 9058 21 3 5 0
67322 850 49000 15 4 7 0
127547 850 104832 29 2 16 0
13953 854 21875 28 2 29 0
47625 854 45622 15 4 3 0
60454 854 200636 29 3 4 0
17368 858 13157 29 2 3 0
13200 860 6800 10 3 10 0
16700 860 9913 17 3 29 0
18295 860 24858 29 5 19 0
22768 860 25787 18 3 1 0
29800 860 55000 6 3 10 0
37800 860 23001 25 3 20 0
58000 860 45000 22 2 1 0
21200 862 14697 15 3 7 0
42429 862 97943 27 3 29 0
98259 863 102267 29 2 3 1
15233 865 33288 29 5 22 0
15270 865 5335 15 3 12 0
16800 866 21001 15 2 10 0
41887 866 16678 29 3 12 0
21589 867 80000 2 2 23 0
16258 868 16375 15 1 3 0
15859 870 18094 13 3 16 0
12200 873 12421 21 5 12 0
150210 874 49931 15 2 3 0
31001 875 43100 4 2 17 0
12425 877 19773 25 2 18 0
16376 878 14365 12 3 19 0
15400 880 11650 29 2 3 0
35619 880 52750 15 3 12 0
60762 881 79263 29 5 24 0
30621 883 38503 29 2 26 0
120000 885 30000 15 3 21 0
18128 887 20773 16 3 21 0
77681 889 35021 29 1 5 1
14787 890 9188 29 1 12 0
17594 890 18540 29 4 12 0
18001 890 10252 25 5 19 0
28986 891 17920 29 4 28 0
81557 893 21123 29 3 22 0
12388 894 12486 29 3 12 0
23700 894 41900 4 3 25 0
69747 898 172493 29 5 2 0
12264 900 13309 18 2 18 0
13000 900 12000 21 2 27 0
14289 900 12449 29 5 21 0
35704 900 24306 29 3 29 0
41000 900 20279 15 1 18 0
22177 902 32079 17 3 3 0
37994 902 49130 5 3 18 0
33032 903 21614 15 1 12 0
22957 908 24908 21 3 18 0
13685 910 23429 25 5 25 0
28238 911 30232 29 3 12 0
63778 912 51438 29 5 12 0
22642 915 104904 8 2 17 0
17642 916 28589 16 2 19 0
27084 916 11505 14 3 16 0
38315 917 39402 29 2 12 0
15000 920 6586 21 3 12 0
57755 920 207350 15 3 4 0
23500 921 16001 21 3 18 0
30304 923 76407 29 2 25 1
35732 928 9839 29 3 12 0
20034 930 11703 29 5 3 0
21864 932 21200 22 5 25 0
43687 935 8319 29 5 12 0
34845 937 83514 29 2 19 0
17963 941 9845 29 3 12 1
16684 942 18902 11 3 1 0
21000 943 8259 15 3 12 0
92015 943 24037 29 3 12 0
28200 945 53880 29 3 21 0
17799 946 10422 15 3 12 0
24258 950 28798 29 4 10 0
38000 950 16120 15 5 5 0
43029 950 48334 15 3 19 0
52495 950 63888 22 2 28 0
28471 951 28542 29 3 22 0
39643 951 81600 29 3 7 0
28600 960 18820 15 2 3 0
20327 961 15884 15 2 18 0
16808 965 9120 15 3 12 0
52910 966 55581 29 2 12 0
78995 966 79892 17 3 7 0
24292 967 45044 21 4 2 0
12015 968 7433 15 4 12 0
43222 968 107368 29 2 12 0
45625 968 17588 12 3 5 0
98106 972 46758 29 5 29 0
40001 974 51500 9 5 27 1
15335 975 19007 17 3 26 0
47833 976 22665 15 6 17 0
12800 980 9000 22 3 5 0
14640 980 4019 29 3 22 0
25000 980 30073 29 4 3 0
49321 980 81611 29 2 29 0
13440 981 12280 30 3 10 0
19621 982 80979 2 3 4 1
148577 982 148471 29 3 12 0
172625 983 260694 29 3 7 0
46031 984 17541 29 2 12 0
12000 985 10100 12 3 12 0
13390 985 13890 15 2 10 0
20863 986 34923 15 3 3 0
47532 986 66616 9 3 5 0
57040 986 63388 15 2 7 0
100793 998 58942 29 3 12 0
13954 1000 5529 2 4 17 0
17043 1000 5637 29 3 12 0
18251 1000 40845 29 2 29 0
22042 1000 10639 29 3 16 0
23000 1000 28000 17 3 5 0
28645 1000 51875 15 2 29 0
30000 1000 16417 29 3 27 0
31086 1000 30431 29 4 12 0
33126 1000 23000 21 5 19 0
39500 1000 71020 10 6 5 0
41286 1000 8000 21 3 17 0
41879 1000 32507 15 3 12 0
59910 1000 39084 5 1 20 0
12587 1001 18482 25 3 4 0
20001 1001 12001 25 3 28 0
144670 1001 95139 25 2 18 0
13522 1002 11824 29 3 27 0
24093 1003 26041 29 1 27 0
60152 1003 79025 23 4 25 1
14116 1008 15523 21 6 27 0
30517 1008 25076 29 3 3 0
31500 1008 18579 15 2 3 0
23101 1010 16086 29 3 12 0
53260 1010 28667 21 2 25 0
15460 1012 15896 21 3 19 0
58248 1015 84195 29 2 3 0
26829 1018 29503 29 3 3 0
48500 1018 8800 15 1 19 0
45000 1019 60000 15 2 12 0
15567 1020 30568 15 1 12 0
19882 1020 21099 15 2 21 0
28585 1020 31254 15 3 3 0
27913 1024 13686 29 4 13 1
38587 1030 40328 15 4 12 0
47827 1030 34011 29 3 16 0
28029 1031 49630 29 5 19 0
31156 1038 128859 14 3 17 0
207891 1038 275388 29 3 21 0
45253 1044 48105 29 3 5 0
15223 1050 29833 24 5 16 0
15387 1050 8375 29 4 12 0
19500 1050 14500 15 2 12 0
35000 1050 50000 3 3 12 0
49473 1050 41389 15 3 5 0
44156 1055 11987 15 3 23 0
23500 1056 16300 15 2 16 0
22716 1057 33904 25 5 20 0
105823 1057 150120 29 5 12 0
110000 1059 178001 29 3 5 0
29325 1060 13643 21 2 19 0
27490 1067 14848 29 2 29 0
100660 1067 52043 15 4 21 0
17485 1068 26648 15 2 3 0
17975 1068 48178 26 2 2 0
25700 1068 38000 10 2 27 0
34325 1071 30142 29 3 12 0
73152 1073 83881 29 3 20 0
151698 1075 50000 15 3 20 0
16525 1076 14828 15 4 16 0
16630 1078 34684 15 3 17 1
50034 1078 40953 29 5 12 0
12572 1080 6000 15 3 25 0
22142 1080 45148 15 3 12 0
24001 1080 24300 28 3 29 0
25300 1080 12400 15 3 16 0
25890 1080 33278 29 2 7 0
54534 1080 56123 15 3 12 0
78126 1080 54156 29 6 22 0
13143 1088 12078 29 3 12 0
14220 1088 5630 15 2 12 0
25704 1090 8296 21 1 12 0
14360 1096 25001 29 3 27 0
12560 1100 13945 21 3 22 0
13000 1100 15000 18 2 18 0
13410 1100 15974 22 2 1 0
16100 1100 10200 17 3 17 0
22676 1100 23454 11 3 19 0
23860 1100 38080 6 3 5 0
23907 1100 19900 21 3 12 0
25073 1100 26319 29 3 12 0
32061 1100 21039 22 3 17 0
38177 1100 27173 17 2 5 0
47635 1100 144890 14 3 29 0
76000 1100 48000 15 3 3 0
20096 1102 45577 27 3 12 0
50951 1103 50098 22 3 5 0
24606 1107 15768 15 3 3 0
13084 1108 12063 15 4 16 0
200626 1108 75767 29 3 12 0
23013 1110 11219 29 3 12 0
29976 1110 11052 21 2 12 0
30376 1111 27248 29 2 16 0
37000 1116 13845 29 3 16 0
15777 1117 20012 25 3 17 0
71212 1118 72756 15 3 27 0
12300 1120 15000 12 2 18 0
43038 1120 35526 21 2 5 0
26630 1122 10560 15 4 12 0
13318 1130 33809 29 3 12 0
50089 1130 27031 6 4 16 0
86840 1130 63315 24 6 10 0
24811 1131 31858 29 3 7 0
40767 1145 28580 24 3 18 0
27500 1147 40357 29 2 7 0
14730 1150 11233 29 1 22 0
19861 1150 17191 15 2 12 0
33258 1150 10020 21 1 12 0
88107 1150 28442 29 4 19 0
184168 1150 72670 24 5 17 0
35885 1155 13515 29 2 27 0
21617 1164 35893 19 3 17 0
37253 1174 53341 29 4 12 0
200793 1175 60500 5 3 17 0
13580 1180 11350 15 3 12 0
15800 1180 14500 5 3 22 0
32000 1180 12000 21 1 18 0
127439 1180 89084 15 3 5 0
14866 1182 15719 28 2 29 0
23389 1183 46053 29 5 12 0
58621 1188 59908 28 3 29 0
17207 1197 25592 29 5 13 0
12000 1200 8800 21 6 12 0
12009 1200 8460 22 2 5 0
12600 1200 9096 22 2 1 0
12800 1200 15350 21 2 27 0
12920 1200 6752 22 3 5 0
13585 1200 8394 21 3 12 0
13896 1200 13461 15 4 16 0
14000 1200 7980 29 3 28 0
14606 1200 14225 29 4 12 0
15177 1200 44000 2 3 19 0
15550 1200 20000 20 2 25 0
16956 1200 50862 9 3 17 0
17680 1200 79554 22 3 1 0
18300 1200 9600 5 5 5 0
18616 1200 11177 21 3 5 0
18900 1200 12672 15 3 12 0
19500 1200 11962 15 3 3 0
20083 1200 19626 29 5 16 0
21380 1200 37801 17 3 10 0
22464 1200 11000 21 2 18 0
23000 1200 56000 22 3 5 0
23389 1200 26000 21 3 21 0
23679 1200 40532 29 3 12 0
26276 1200 12700 12 2 19 0
27030 1200 12584 15 3 12 0
27644 1200 8821 10 3 19 0
28728 1200 29096 24 3 3 0
30000 1200 30000 21 1 19 0
31100 1200 25001 25 2 19 0
31148 1200 24000 22 2 29 0
36551 1200 16409 29 3 10 0
40327 1200 43500 17 5 18 0
41465 1200 48047 30 3 10 0
47307 1200 45466 29 3 21 0
52555 1200 42158 20 3 14 0
55024 1200 38629 29 1 21 0
58955 1200 29344 24 5 12 0
67000 1200 63000 21 5 5 0
72000 1200 69000 29 2 29 0
86000 1200 23391 15 6 20 0
118765 1200 80344 21 3 29 0
121488 1200 66921 15 3 3 0
23050 1205 21784 15 3 21 0
26617 1208 27385 5 3 16 0
53380 1210 38899 29 5 12 0
21147 1211 16148 15 2 12 0
17211 1212 75781 13 2 4 0
22531 1212 10621 29 4 12 0
15012 1213 12272 10 3 17 0
26703 1215 31968 3 3 28 0
16541 1219 7968 15 3 12 0
139490 1219 114049 29 3 20 1
17628 1220 11878 15 3 25 0
20590 1220 13667 15 2 8 0
56911 1222 50390 29 5 12 0
14350 1228 11012 15 3 12 0
19036 1230 30411 29 3 5 0
27152 1230 24502 29 2 3 0
17352 1231 21320 21 6 7 0
16804 1235 17900 29 4 12 0
51303 1235 52672 13 3 7 0
57616 1240 41556 29 2 21 0
55264 1242 105980 29 2 21 0
62151 1245 5701 15 5 12 0
19160 1250 12448 29 5 12 0
46822 1250 21925 15 4 16 0
69194 1250 91207 29 5 27 0
13920 1251 5358 15 5 12 0
87234 1252 26805 29 5 10 0
62321 1253 26460 29 3 16 0
59410 1256 71561 29 3 25 0
65818 1256 76881 29 2 10 0
232973 1258 126069 29 3 18 0
16435 1260 9707 29 3 12 0
18049 1260 8915 15 3 14 0
18758 1260 18000 21 3 10 0
30280 1261 26156 29 1 12 0
48156 1261 8209 2 2 17 0
34265 1265 37683 15 3 12 0
25285 1272 24110 15 2 12 0
68569 1275 36252 15 2 12 0
351177 1278 320073 25 2 4 0
12532 1280 24508 11 3 29 0
48586 1280 8938 29 5 12 0
202640 1280 125538 29 2 29 0
18863 1283 29213 29 4 3 0
39391 1285 25391 29 4 3 0
17433 1291 15975 29 4 25 0
63485 1293 65078 9 2 25 0
98253 1295 45121 29 2 3 0
12800 1300 6892 29 3 3 0
12900 1300 13500 15 3 12 0
18207 1300 14302 15 5 19 0
18744 1300 9281 29 4 3 0
26141 1300 18339 15 3 12 0
29655 1300 30888 24 3 8 0
32015 1300 24615 15 3 12 0
32300 1300 29152 21 3 18 0
50011 1300 48763 28 3 18 0
64038 1300 90633 10 3 5 0
69539 1300 22643 11 3 17 0
76260 1300 230676 15 2 29 0
623000 1300 155724 15 3 13 0
668380 1300 124895 9 3 17 0
13877 1320 29921 11 3 1 0
35966 1320 321194 8 2 29 0
21036 1321 18285 29 2 16 0
51934 1332 25092 29 3 22 0
1201 1348 1701 4 3 9 0
142697 1348 60921 29 3 21 0
18004 1350 41405 24 2 29 0
19806 1350 10348 15 2 12 0
28451 1350 39769 6 3 5 0
34449 1351 42182 29 2 21 0
29445 1354 3951 24 3 17 0
35489 1356 27200 15 5 12 0
25207 1357 25927 29 2 7 0
14939 1358 15101 15 3 12 0
54200 1358 37107 15 2 10 0
153084 1379 113752 29 4 21 0
23001 1380 37782 4 2 5 0
58130 1380 17402 29 3 12 0
30078 1381 32201 10 2 18 0
42552 1390 21564 5 3 3 0
112537 1397 94899 15 1 12 0
50064 1398 61728 15 3 20 0
13997 1400 15988 29 2 10 0
18646 1400 10243 29 4 13 0
19000 1400 36472 22 3 1 0
21000 1400 15003 21 2 21 1
21256 1400 41976 4 5 19 0
23400 1400 14700 15 2 12 0
37900 1400 59001 9 6 7 0
61773 1400 76921 4 2 5 0
12001 1407 9032 15 2 12 0
39429 1418 25641 15 2 3 0
55996 1421 93069 29 3 29 0
20690 1430 5867 29 3 22 0
23474 1430 30196 29 3 22 0
34370 1430 52432 29 2 12 0
43000 1433 29400 15 3 12 0
18022 1450 13851 29 3 5 0
26338 1450 18009 29 3 5 0
26573 1450 9383 15 3 12 0
55913 1450 35143 21 2 19 1
101497 1450 69142 29 5 12 0
12549 1465 25243 21 6 27 0
72778 1466 37887 29 2 12 0
29925 1472 35622 30 2 29 0
16000 1480 5000 15 3 3 0
18821 1491 15371 29 3 12 0
13000 1500 12800 21 6 12 0
13001 1500 12000 29 5 3 0
14000 1500 34047 16 2 29 0
14009 1500 11877 15 3 12 0
14119 1500 18941 6 3 8 0
14336 1500 17102 10 2 21 0
15000 1500 12500 21 3 28 0
15570 1500 7946 15 3 8 0
17281 1500 103607 25 5 29 0
18516 1500 51906 22 3 5 0
23110 1500 28653 29 3 3 0
23769 1500 17586 11 3 17 1
23819 1500 16189 15 3 12 0
26000 1500 47000 22 5 25 0
27800 1500 26800 10 2 21 0
29215 1500 16492 15 2 3 0
30360 1500 11989 15 5 12 0
36824 1500 18000 15 2 3 0
41972 1500 53929 22 3 28 0
60020 1500 41589 24 2 22 0
62912 1500 34687 29 3 12 0
63000 1500 15200 15 2 17 0
68031 1500 63678 21 2 29 0
70001 1500 22664 25 2 19 0
78304 1500 90042 29 5 7 0
105035 1500 145069 15 2 25 0
202688 1500 47914 29 2 12 0
28288 1505 28657 15 3 12 0
20734 1510 55297 19 3 18 0
44692 1511 75780 28 3 9 0
30190 1520 12000 21 3 13 0
156352 1525 71799 29 2 25 0
21308 1535 12065 15 6 20 0
52582 1538 33403 29 5 12 0
48217 1542 38546 15 2 12 0
21965 1545 10034 15 6 3 0
15200 1547 13800 29 3 12 0
12001 1551 13832 11 3 13 0
41023 1556 35360 21 4 12 0
16000 1560 8600 15 3 16 0
30527 1562 17601 29 3 3 0
54225 1563 81946 29 5 12 0
36567 1568 36823 22 3 5 0
285525 1570 183133 29 3 12 0
14068 1580 22913 29 4 22 0
18106 1580 24440 22 3 5 0
20188 1580 18900 15 3 12 0
23419 1580 57038 15 3 7 1
24211 1580 9105 3 4 16 0
17337 1584 13699 15 2 16 0
18886 1585 37244 10 5 3 0
36994 1589 77843 15 5 25 0
97857 1589 57303 29 2 12 0
23417 1597 61371 25 3 4 0
12437 1600 13978 24 6 12 0
14643 1600 3702 15 3 13 0
14894 1600 9392 21 3 18 0
15627 1600 15317 21 3 19 0
16751 1600 10297 25 3 18 0
22869 1600 23531 12 2 16 0
23000 1600 44000 22 3 5 0
23900 1600 18795 29 2 3 0
28970 1600 8419 29 3 16 0
30093 1600 25800 21 3 18 0
30378 1600 42525 29 5 3 0
36000 1600 36000 14 2 25 0
36297 1600 28018 29 2 3 0
39310 1600 56789 12 3 19 0
44399 1600 123323 22 3 5 0
50256 1600 46912 10 3 19 0
55671 1600 57768 15 2 21 0
70362 1600 136667 29 2 29 1
55679 1603 36286 29 5 27 0
23611 1607 21588 15 2 27 0
22470 1615 21301 12 3 19 0
99713 1617 37232 29 2 12 0
12462 1620 8171 17 2 1 0
65250 1636 108956 16 3 29 1
12904 1650 16873 15 3 12 0
13800 1650 4600 15 3 12 0
19560 1650 529670 21 3 21 0
30641 1668 111800 14 3 4 0
20000 1670 15000 2 3 7 0
22917 1671 82544 29 2 12 0
95042 1677 89604 30 5 10 0
20156 1680 9200 29 3 22 0
32796 1680 60451 29 3 25 0
86838 1680 43018 15 2 17 0
12288 1688 9143 9 3 21 0
173939 1698 101466 29 2 27 0
17000 1700 10500 27 3 12 0
18960 1700 36800 19 3 19 0
29133 1700 75001 26 3 21 0
30429 1700 17342 29 1 12 0
37817 1700 26384 29 2 28 0
60369 1700 35803 22 2 5 0
179447 1700 272661 26 3 25 1
25565 1702 21783 29 4 18 0
27414 1711 77378 29 5 10 0
13806 1724 9288 29 2 28 0
21794 1725 15586 29 5 12 0
13560 1730 15610 29 3 8 0
40404 1758 22858 29 3 8 0
70899 1759 24479 21 5 15 0
23883 1767 28451 15 2 7 0
38426 1773 44095 29 2 16 0
100541 1795 93076 15 2 5 0
35576 1796 36454 15 6 22 0
14496 1800 10338 29 4 27 0
20412 1800 16595 15 2 12 0
23001 1800 18001 25 3 17 0
24355 1800 34293 21 2 13 0
29334 1800 23492 29 3 7 0
32930 1800 38161 10 5 12 0
36000 1800 32000 21 3 25 0
38505 1800 45671 29 4 16 0
41133 1800 23093 29 4 28 0
51142 1800 31364 25 3 14 0
52338 1800 33974 29 4 12 0
65991 1800 104983 29 2 5 0
80144 1800 86000 21 2 18 0
168813 1810 87069 29 3 3 0
61278 1823 113672 5 2 29 1
58103 1836 41747 29 3 7 0
21417 1850 17857 29 3 13 0
39907 1850 41059 29 2 12 0
81055 1850 40336 29 3 12 0
38653 1856 288635 2 3 4 0
12000 1860 4287 21 3 12 0
25867 1876 38330 29 3 4 0
64720 1888 68719 29 3 4 0
18158 1892 12777 29 2 22 0
18425 1896 39544 29 5 22 0
43093 1898 266728 25 3 4 0
16000 1900 4800 21 2 10 0
22420 1900 12956 29 4 16 0
38000 1900 19800 5 2 16 0
55372 1907 138662 29 2 12 0
26766 1913 48737 9 2 19 0
23170 1928 16210 3 3 8 0
28634 1928 48819 15 3 12 0
69600 1932 76990 29 2 27 0
31400 1935 22936 29 4 3 0
78042 1950 34636 15 5 19 0
69981 1952 106641 12 2 25 0
16166 1956 131437 17 3 25 0
12826 1970 27326 10 2 19 0
37645 1978 40750 15 6 12 0
395001 1982 455000 15 2 4 0
12460 1988 30230 29 1 8 0
62891 1991 49879 29 2 5 0
12000 2000 1500 16 2 17 0
12241 2000 5113 15 2 17 0
12801 2000 22904 17 3 10 0
18690 2000 15269 30 2 8 0
21623 2000 29999 21 5 12 0
23990 2000 22105 5 3 17 0
26318 2000 28007 15 1 13 0
30000 2000 20000 10 3 12 0
43623 2000 52165 17 3 14 0
48153 2000 20994 29 4 12 0
60230 2000 50454 22 3 28 0
145900 2000 180926 29 3 29 0
359282 2000 205355 15 2 29 0
472286 2000 17440 29 5 17 0
501227 2000 327716 2 2 29 1
101760 2003 105068 29 3 25 0
104118 2010 488112 6 2 25 0
91156 2012 74369 15 6 22 0
29310 2018 12592 29 2 19 0
158001 2018 31000 15 3 12 0
101454 2020 79779 29 3 3 0
72511 2026 43192 29 2 3 0
29788 2033 40246 29 4 27 0
83841 2037 124316 29 2 29 0
400192 2043 283225 29 2 12 0
38043 2049 97700 25 1 1 0
14100 2050 13100 25 3 12 0
24776 2080 23854 29 2 21 0
57800 2080 9500 29 2 29 0
39442 2088 78446 29 3 7 0
86955 2090 151520 29 2 27 0
20167 2100 15948 21 6 12 0
20518 2100 33127 21 2 12 0
26583 2100 10505 24 3 12 0
27940 2100 25127 29 3 12 0
38100 2100 23000 15 1 12 0
53255 2100 123333 5 5 29 1
188613 2100 50350 15 3 4 0
60495 2102 111101 24 5 20 1
103891 2102 105984 29 2 29 0
199191 2107 190223 29 5 22 0
21150 2120 6677 29 3 22 0
14383 2121 25020 25 3 29 0
71138 2125 50158 29 1 3 0
168346 2136 150381 14 2 25 0
63913 2156 122126 25 3 29 1
19164 2160 17895 29 2 20 0
19079 2163 15147 15 2 12 0
117067 2167 187849 29 2 12 0
50212 2177 48545 15 2 18 0
217830 2180 120600 15 3 13 0
26802 2183 22910 15 3 16 0
103553 2185 82531 29 2 12 0
18126 2186 13862 29 4 12 0
20683 2186 26543 19 5 5 0
13698 2190 39630 11 3 19 0
12300 2200 55800 18 3 18 0
18683 2200 36409 10 3 10 0
22413 2200 34325 29 3 20 0
25928 2200 17116 24 4 12 0
43264 2200 18830 15 2 12 0
44544 2200 38200 29 3 3 0
48000 2200 39000 22 2 5 0
75029 2200 24509 29 4 12 0
95392 2200 64737 29 5 22 0
21528 2215 12998 12 4 12 0
138978 2216 98035 21 3 10 0
22351 2260 36438 15 2 18 0
87910 2260 179868 15 1 18 0
21268 2280 18483 30 3 8 0
17889 2300 39943 9 4 1 0
20000 2300 19087 5 3 29 0
25587 2300 18318 24 3 17 0
35405 2300 111330 29 2 3 1
37050 2300 25780 15 5 12 0
40000 2300 206940 21 4 23 0
44800 2300 39606 29 3 12 0
45000 2300 26246 15 2 3 0
54155 2300 73165 6 3 19 0
108600 2300 40500 21 3 18 0
120900 2300 246846 15 1 10 0
150803 2300 70484 29 2 18 0
35644 2301 25097 11 2 25 0
30052 2313 64562 15 4 3 0
21000 2316 15000 21 3 8 0
68000 2320 75000 18 3 1 0
20696 2360 12947 21 3 12 0
68820 2362 94549 24 2 21 0
54700 2367 22001 15 3 3 0
256592 2368 190578 29 5 20 0
113150 2371 168556 29 5 3 1
76810 2372 24115 15 3 21 0
102647 2374 54376 29 3 12 0
180000 2383 95000 29 3 12 0
13900 2386 42772 28 3 4 0
120156 2386 95584 29 2 12 0
17562 2419 25309 10 2 21 0
80281 2435 70760 29 5 12 0
22301 2446 52500 11 3 8 0
33660 2482 34155 15 3 12 0
29939 2498 40553 22 5 1 0
8600 2500 7248 5 3 8 0
12562 2500 32001 29 3 12 0
16000 2500 19000 15 3 12 0
19319 2500 30487 29 5 12 0
20000 2500 7898 15 3 12 0
21297 2500 27976 29 1 18 0
21500 2500 18543 30 3 17 0
36167 2500 27924 29 2 7 0
40000 2500 32000 15 3 12 0
42300 2500 28600 29 3 12 0
45068 2500 89627 29 1 15 0
127434 2500 89765 15 5 21 0
194988 2500 200626 25 2 20 0
168068 2515 113672 21 5 18 0
208579 2518 223592 29 2 12 0
388310 2519 186350 24 2 29 0
29014 2520 59274 29 2 7 0
56147 2546 30001 15 5 12 0
23349 2553 27165 18 2 4 0
118149 2555 90939 29 2 13 0
65416 2558 32849 29 2 8 0
92500 2558 111400 29 2 25 1
95165 2578 120329 22 3 5 0
114055 2579 65371 29 3 7 0
30686 2580 26832 15 3 19 0
